iceauth	x/iceauth-1.0.8-i586-4.txz
icecream	d/icecream-1.3.1-i586-4.txz
icmpinfo	n/icmpinfo-1.11-i586-5.txz
ico	x/ico-1.0.5-i586-4.txz
icon-naming-utils	l/icon-naming-utils-0.8.90-i586-5.txz
icu4c	l/icu4c-69.1-i586-1.txz
id3lib	l/id3lib-3.8.3-i586-4.txz
iftop	n/iftop-1.0pre4-i586-4.txz
igt-gpu-tools	x/igt-gpu-tools-1.26-i586-1.txz
imagemagick	l/imagemagick-7.1.0_22-i586-1.txz
imake	x/imake-1.0.8-i586-3.txz
incidenceeditor	kde/incidenceeditor-21.12.1-i586-1.txz
indent	d/indent-2.2.12-i586-3.txz
inetd	n/inetd-1.79s-i586-14.txz
infozip	a/infozip-6.0-i586-7.txz
inih	a/inih-53-i586-2.txz
inotify-tools	a/inotify-tools-3.20.11.0-i586-3.txz
intel-vaapi-driver	x/intel-vaapi-driver-2.4.1-i586-3.txz
intltool	d/intltool-0.51.0-i586-6.txz
inxi	ap/inxi-3.3.12_1-noarch-1.txz
iproute2	n/iproute2-5.16.0-i586-1.txz
ipset	n/ipset-7.15-i586-1.txz
iptables	n/iptables-1.8.7-i586-3.txz
iptraf-ng	n/iptraf-ng-1.2.1-i586-3.txz
iputils	n/iputils-20211215-i586-1.txz
ipw2100-fw	n/ipw2100-fw-1.3-fw-3.txz
ipw2200-fw	n/ipw2200-fw-3.1-fw-3.txz
irssi	n/irssi-1.2.3-i586-2.txz
isl	l/isl-0.24-i586-1.txz
iso-codes	l/iso-codes-4.9.0-noarch-1.txz
ispell	ap/ispell-3.4.04-i586-1.txz
itinerary	kde/itinerary-21.12.1-i586-1.txz
itstool	ap/itstool-2.0.7-i586-2.txz
iw	n/iw-5.16-i586-1.txz
jansson	l/jansson-2.14-i586-1.txz
jasper	l/jasper-2.0.33-i586-1.txz
jed	ap/jed-0.99_19-i586-5.txz
jemalloc	l/jemalloc-5.2.1-i586-3.txz
jfsutils	a/jfsutils-1.1.15-i586-4.txz
jmtpfs	l/jmtpfs-0.5-i586-3.txz
joe	ap/joe-4.6-i586-4.txz
jove	ap/jove-4.16.0.74-i586-3.txz
json-c	l/json-c-0.15_20200726-i586-3.txz
json-glib	l/json-glib-1.6.6-i586-1.txz
judy	l/judy-1.0.5-i586-4.txz
juk	kde/juk-21.12.1-i586-1.txz
k3b	kde/k3b-21.12.1-i586-1.txz
kactivities	kde/kactivities-5.90.0-i586-1.txz
kactivities-stats	kde/kactivities-stats-5.90.0-i586-1.txz
kactivitymanagerd	kde/kactivitymanagerd-5.23.5-i586-1.txz
kaddressbook	kde/kaddressbook-21.12.1-i586-1.txz
kalarm	kde/kalarm-21.12.1-i586-1.txz
kalarmcal	kde/kalarmcal-21.12.1-i586-1.txz
kalgebra	kde/kalgebra-21.12.1-i586-1.txz
kalzium	kde/kalzium-21.12.1-i586-1.txz
kamera	kde/kamera-21.12.1-i586-1.txz
kamoso	kde/kamoso-21.12.1-i586-1.txz
kanagram	kde/kanagram-21.12.1-i586-1.txz
kapidox	kde/kapidox-5.90.0-i586-1.txz
kapman	kde/kapman-21.12.1-i586-1.txz
kapptemplate	kde/kapptemplate-21.12.1-i586-1.txz
karchive	kde/karchive-5.90.0-i586-1.txz
kate	kde/kate-21.12.1-i586-2.txz
katomic	kde/katomic-21.12.1-i586-1.txz
kauth	kde/kauth-5.90.0-i586-1.txz
kbackup	kde/kbackup-21.12.1-i586-1.txz
kbd	a/kbd-1.15.3-i586-6.txz
kblackbox	kde/kblackbox-21.12.1-i586-1.txz
kblocks	kde/kblocks-21.12.1-i586-1.txz
kbookmarks	kde/kbookmarks-5.90.0-i586-1.txz
kbounce	kde/kbounce-21.12.1-i586-1.txz
kbreakout	kde/kbreakout-21.12.1-i586-1.txz
kbruch	kde/kbruch-21.12.1-i586-1.txz
